action_id,gm_id,point,poss,thr_id,rec_id,num_passes,dist_from_ez,dist_from_middle,dist_from_mid_ez,from_pull,o_pt,upwind,downwind,wind_speed,opp_rank,opp_rtg,decayed_rtg,bracket,consolation,other,postseason,tct,scored_on_poss,scored_on_pt,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10,player_11,player_13,player_14,player_16,player_17,player_18,player_19,player_20,player_21,player_22,player_23,player_24,player_25,player_26,player_27,player_28,player_29,player_30,player_31,player_32,player_35
2065,15,18,1,21,25,4,57.4999984,3.307692,57.59505745,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2066,15,18,1,25,14,5,41.406246,4.1538464,41.61407992,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2067,15,18,1,14,21,6,46.796873,0.692308,46.80199369,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2068,15,18,1,21,25,7,40.9374975,9.6923064,42.06922278,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2069,15,18,1,25,14,8,30.0000017,3.384616,30.19032506,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2070,15,18,1,14,25,9,30.5468733,7.7692308,31.51939745,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2071,15,18,1,25,31,10,22.109375,0.5384612,22.11593099,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2072,15,18,1,31,27,11,8.7499993,13.4615384,16.05538862,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2073,15,18,1,27,31,12,14.2187483,10.7692308,17.83673555,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2074,15,18,1,31,27,13,3.203125,16.30769224,16.61929108,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2075,15,18,1,27,31,14,6.7187503,11.6153848,13.4185979,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2076,15,18,1,31,14,15,0.937499,19.6153846,19.63777527,1,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2078,15,19,1,10,32,0,70.3906234,5.461538,70.60218311,0,0,1,0,14,21,1636,1636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2079,15,19,1,32,10,1,62.968754,14.538462,64.62531128,0,0,1,0,14,21,1636,1636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2080,15,19,1,10,30,2,63.359375,0.1538468,63.35956178,0,0,1,0,14,21,1636,1636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2081,15,19,1,30,26,3,56.7968784,14.6923064,58.66642365,0,0,1,0,14,21,1636,1636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2082,15,19,1,26,17,4,40.625004,14.923076,43.27919994,0,0,1,0,14,21,1636,1636,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
2083,15,20,1,14,24,0,34.375002,12.9230768,36.72392512,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2084,15,20,1,24,27,1,38.5937484,0.1538468,38.59405504,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2085,15,20,1,27,21,2,29.609373,4.9230768,30.01585672,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2086,15,20,1,21,24,3,37.343748,4.5384608,37.61852125,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2087,15,20,1,24,21,4,29.4531257,2.846152,29.59032265,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2088,15,20,1,21,24,5,23.203127,1.076924,23.22810513,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2089,15,20,1,24,21,6,17.265624,4.7692312,17.91221199,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2090,15,20,1,21,27,7,21.4062517,5.5384612,22.11113214,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2091,15,20,1,27,29,8,23.515626,1.307692,23.55195798,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2092,15,20,1,29,27,9,9.6093743,15.3076936,18.07389161,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2093,15,20,1,27,24,10,11.6406233,8.53846,14.43639186,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2094,15,20,1,24,31,11,7.734377,10.846154,13.32139798,1,1,0,1,14,21,1636,1636,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2095,15,20,2,14,13,0,40.4687534,15.9230768,43.48866952,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2096,15,20,2,13,14,1,33.828126,0.4615392,33.83127439,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2097,15,20,2,14,13,2,26.953126,5.23077,27.45600036,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2098,15,20,2,13,31,3,27.265625,5.9230768,27.9015617,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2099,15,20,2,31,29,4,17.265624,18.15384612,25.05322137,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2100,15,20,2,29,13,5,6.953124,11.5384616,13.47152662,0,1,0,1,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2101,15,21,1,1,11,0,70.3125025,10.615384,71.10931293,0,0,1,0,14,21,1636,1636,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2102,15,21,1,11,1,1,68.3593766,8.3846152,68.87166428,0,0,1,0,14,21,1636,1636,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2103,15,21,1,1,16,2,70.703129,0.8461536,70.70819207,0,0,1,0,14,21,1636,1636,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2104,15,21,1,16,7,3,65.703123,10.3076936,66.50675845,0,0,1,0,14,21,1636,1636,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2105,15,21,1,7,11,4,65.312502,7.846154,65.78210281,0,0,1,0,14,21,1636,1636,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2106,15,23,1,25,35,0,70.5468784,8.3846152,71.04339395,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2107,15,23,1,35,24,1,66.328121,0.8461548,66.33351802,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2108,15,23,1,24,31,2,61.7187525,9.9230768,62.51137387,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2109,15,23,1,31,24,3,47.421871,15.153846,49.78426356,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2110,15,23,1,24,29,4,41.0937525,9.384616,42.15172015,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2111,15,23,1,29,13,5,21.3281242,17.153846,27.37048254,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2112,15,23,1,13,21,6,7.6562517,10.3846156,12.90187704,1,1,1,0,14,21,1636,1636,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
2113,16,1,1,10,7,0,26.8750007,10.7692308,28.95240913,0,0,1,0,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2114,16,1,1,7,10,1,37.6562525,9.615384,38.86449487,0,0,1,0,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2115,16,1,1,10,1,2,36.1718784,0.692308,36.17850297,0,0,1,0,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2116,16,1,1,1,9,3,24.062502,7.153846,25.1034164,0,0,1,0,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2117,16,2,1,24,14,0,53.671873,15,55.72853803,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2118,16,2,1,14,24,1,55.234379,2.153848,55.27635738,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2119,16,2,1,24,29,2,58.828123,10.692308,59.7919184,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2120,16,2,1,29,31,3,39.921873,10.076924,41.17402508,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2121,16,2,1,31,27,4,30.937502,17.692308,35.63911885,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2122,16,2,1,27,24,5,31.1718757,5.461538,31.64670965,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2123,16,2,1,24,27,6,17.3437493,13.4615384,21.95492327,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2124,16,2,1,27,21,7,11.7187508,10,15.40548994,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2125,16,2,1,21,27,8,11.171877,12.4615384,16.73621149,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2126,16,2,1,27,29,9,13.1250007,0.923078,13.15742058,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2127,16,2,1,29,27,10,8.2812508,6.1538456,10.3174091,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2128,16,2,1,27,24,11,7.5,2.3076928,7.847002361,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2129,16,2,1,24,27,12,2.031251,15.23077,15.36562187,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2130,16,2,1,27,24,13,4.5312496,10.769232,11.68368866,1,1,0,1,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2131,16,4,1,35,31,0,51.796879,0.5384612,51.79967775,1,1,0,1,23,2,2023,2023,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2133,16,4,2,35,24,0,70.859373,20,73.62778512,0,1,0,1,23,2,2023,2023,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
2134,16,5,1,24,14,0,75.859379,2.076924,75.88780532,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2135,16,5,1,14,25,1,66.171877,0.4615392,66.17348656,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2136,16,5,1,25,29,2,61.4843766,12.076924,62.65924241,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2137,16,5,1,29,31,3,42.8906234,16.923076,46.10852499,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2138,16,5,1,31,24,4,34.140625,17.846152,38.52359558,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2139,16,5,1,24,14,5,23.7500008,18.1538464,29.89355578,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2140,16,5,1,14,31,6,23.9062492,0.923078,23.9240637,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2141,16,5,1,31,14,7,16.4843743,16.153846,23.07989031,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2142,16,5,1,14,21,8,23.593748,14,27.43473974,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2143,16,5,1,21,14,9,7.3437505,10.9230768,13.16222923,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2144,16,5,2,14,29,0,68.515625,2.7692308,68.57156487,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2145,16,5,2,29,14,1,57.0312466,10.3076936,57.95525547,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2146,16,5,2,14,27,2,56.1718716,3.923076,56.3086999,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2147,16,5,2,27,31,3,44.6093734,13.4615384,46.59623602,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2148,16,5,2,31,25,4,30.703125,18.38461532,35.78653329,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2149,16,5,2,25,31,5,16.09375,19.53846152,25.31324293,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2150,16,5,2,31,29,6,25.234376,15.8461538,29.79722004,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2151,16,5,2,29,25,7,22.656251,4.9230768,23.18496053,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2152,16,5,2,25,29,8,24.5312483,6.692308,25.42772364,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2153,16,5,2,29,24,9,7.5781242,16.230768,17.91272721,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
2154,16,7,1,35,14,0,74.765627,9.76923,75.40117264,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2155,16,7,1,14,35,1,66.171877,2.3076928,66.21210427,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2156,16,7,1,35,29,2,65.9375,8.53846,66.48803806,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2157,16,7,1,29,21,3,51.1718766,14.923076,53.30346285,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2158,16,7,1,21,35,4,34.9218758,16.1538456,38.47705988,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2159,16,7,1,35,14,5,26.4843742,17.692308,31.8502722,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2160,16,7,1,14,31,6,20.2343733,7,21.41097529,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2161,16,7,1,31,27,7,12.031252,1,12.07273891,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2162,16,7,1,27,21,8,17.6562483,6.1538456,18.69793892,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2163,16,7,1,21,27,9,18.2031243,4.384616,18.72374406,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2164,16,7,1,27,21,10,11.4062507,12.846152,17.17923678,1,1,1,0,23,2,2023,2023,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2166,16,7,2,27,31,0,31.5625,1.230768,31.58648756,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2167,16,7,2,31,13,1,29.4531257,9,30.79750986,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2168,16,7,2,13,35,2,16.1718742,20,25.72021608,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2169,16,7,2,35,29,3,23.515626,11.4615388,26.16011349,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2170,16,7,2,29,31,4,21.7187507,6.230768,22.59483573,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2171,16,7,2,31,27,5,11.484376,15.692308,19.44580732,0,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
2173,16,8,1,10,22,0,42.265621,17.84615384,45.87883963,0,0,0,1,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2174,16,8,2,10,32,0,70.468752,9.76923,71.14269367,0,0,0,1,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2175,16,8,2,32,9,1,71.8749975,2.5384616,71.91980988,0,0,0,1,23,2,2023,2023,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2176,16,9,1,31,35,0,63.5156234,8.4615384,64.07676683,1,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
2177,16,9,1,35,21,1,56.1718716,2.076924,56.21025505,1,1,1,0,23,2,2023,2023,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
